ja,zh_Hans
レッドフィッシュ,红鱼人
三頭飛南瓜,三头飞南瓜
幻惑の飛南瓜,幻惑飞南瓜
呪われし飛南瓜,诅咒飞南瓜
ディノゲーター,恐鳄
デスストーカー,死亡追踪者
刈り尽くす者,万物收割者
アステリオス,阿斯忒里翁
森林の破王,森林破王
全てを喰らう魔竜,吞噬万物的魔龙
モケーレムベンベ,魔克拉姆边贝
樹海の炎王,树海炎王
樹海の氷王,树海冰王
樹海の雷王,树海雷王
ラフレシア,大王花
巨大な邪花,巨大邪花
ディノティラノ,恐暴龙
手負いの襲撃者,负伤袭击者
激情の鹿王,激昂鹿王
銀板の監視者,银板监视者
地中の襲撃者,地下袭击者
音速の殺し屋,音速杀手
野生の千角獣,野生千角兽
白雪の魔神,白雪魔神
超危険な花びら,超危险花瓣
逃走ネズミ,跑路鼠
血塗れの魔物,染血魔物
キラーフィッシュ,杀手鱼人
硬き鎧の主,坚甲之主
飛び寄る破鳥,飞袭破鸟
森林の暗殺者,森林刺客
貫禄の大角,威严巨角
真紅の毒針,鲜红毒针
悪意の獣,恶意之兽
殺意の守護者,杀意守护者
憤怒の眼光主,愤怒目光之主
飢えた追撃者,饥饿追击者
侵食する這者,侵蚀爬行者
狂乱の足音,狂乱足音
極彩色の王,炫彩之王
神森からの来訪者,神之森的来客
貪欲な草花,贪欲花草
キマイラ,奇美拉
サラマンドラ,沙罗曼蛇
炎の魔人,炎之魔人
ヘカトンケイル,百臂巨人
始原の幼子,原初幼子
ハルピュイア,哈耳庇厄
ジャガーノート,札格纳特
オーバーロード,至高之主
アーテリンデ,亚特琳德
ライシュッツ,莱修茨
ククリナイフ,反曲小刀
ファルカタ,弯钩刀
グラディウス,突刺短剑
カープスタンソード,鲤舌剑
コラ,科拉刀
タルワール,塔瓦弯刀
フリッサ,弗莱萨马刀
緋緋色金の光剣,绯绯色金光剑
ヴォーパルソード,斩首剑
ティルヴィング,提尔锋
ダーインスレイヴ,丹因斯莱夫
レヴァンティン,雷瓦汀
カレドヴールフ,卡里德福洛斯
バルムンク,巴鲁姆克
ドラグヴァンディル,德拉格范迪尔
フランキスカ,弗朗奇斯卡手斧
カリンガ,卡林加斧
スパイクドアックス,尖刺斧
チュイロバァー,突刺双刃斧
タバルジン,塔巴斧
ブローバ,布罗瓦长斧
雪花の長斧,雪花长斧
イプシロンアックス,厄普西隆斧
ビペンニス,重柄斧
雷鳴の斧,雷鸣之斧
レインボーアックス,彩虹之斧
大斧,大斧
毒刃の戦斧,毒刃战斧
ロッコバーアックス,洛卡柏斧
ポールアックス,长柄斧
コルセスカ,科西嘉斧枪
大地の斧,大地之斧
ロイヤルアックス,皇家战斧
鬼人の斧,鬼人之斧
首狩り斧,猎头斧
魔斧ゴライアス,魔斧歌利亚
爆炎の戦斧,爆炎战斧
邪竜の長斧,邪龙长斧
斧３０,斧30
アムードの杖,圆球刺杖
グルズ,大头战锤
マイマイクラブ,蜗牛棍
ホーンメイス,角制战锤
ラクタリウスの杖,乳菇杖
ガラガラロッド,响尾杖
ラクタリウスモール,乳菇大锤
クリスタルメイス,水晶战锤
白の錫杖,白色锡杖
ブルーライトロッド,蓝光杖
破壊のメイス,破坏战锤
黄金のワンド,黄金短杖
イバラのフレイル,荆棘链枷
濃紫の錫杖,深紫锡杖
スコーピオンモール,毒蝎大锤
探求の杖,探求之杖
コンバットフレイル,战斗链枷
黒竜のロッド,黑龙杖
スターダスト,星尘杖
ミラージュロッド,幻影杖
深紅の魔杖,深红魔杖
氷河の鉄杖,冰川铁杖
白銀の王杖,白银权杖
ケリケイオン,双蛇杖
刺刀,刺刀
小太刀,小太刀
黒作大刀,黑作大刀
太刀,太刀
野太刀,野太刀
岩融,岩融
落葉,落叶
ニッカリ,笑面
数珠丸,数珠丸
童子切,童子切
ドウタヌキ,同田贯
鬼丸,鬼丸
姫鶴一文字,姬鹤一文字
蛍丸,萤丸
雷切千鳥,雷切千鸟
泉水,泉水
骨食,骨食
獅子の子,狮子之子
刀３０,刀30
弓１,弓1
スリング,投石索
焔の魔弓,火焰魔弓
冥府の長弓,冥府长弓
ジェンダワ,肯达瓦弓
アクゥアル,踏张弓
ウィンドラスボウ,滑轮式弩弓
紫電の破弓,紫电破弓
雷上動,雷上动
魔弓アバリス,魔弓阿巴里斯
影貫の戦弓,穿影战弓
スノーホワイト,白雪之弓
風魔の長弓,风魔长弓
弓八幡,弓八幡
ノーマルウィップ,普通长鞭
切り裂きのムチ,开膛鞭
ラフレシアウィップ,大王花长鞭
大鳥の長鞭,大鸟长鞭
フレイムウィップ,火焰长鞭
ツーヘッドスネーク,双头蛇鞭
紅の長鞭,红色长鞭
ウルフズペイン,狼牙之痛
風斬りのムチ,斩风鞭
プラントウィップ,植物长鞭
七節鞭,七节鞭
ナインテイル,九尾鞭
シューティングスター,流星鞭
ブラッククイーン,漆黑女王
竜骨鞭,龙骨鞭
ビーストテイル,兽尾鞭
ホワイトクイーン,纯白女王
八岐の蛇鞭,八岐蛇鞭
極条の光鞭,极条光鞭
鞭３０,鞭30
火銃,火枪
突槍銃,突火枪
マドファ,长柄火枪
双眼銃,双眼火枪
アイスカルバリン,寒冰铳
神槍銃,神机枪
ナルナリ,轻便火绳枪
ハンドキャノン,手炮
フレイムキャノン,火焰炮
アイアンキャノン,钢铁炮
アーケバサリー,附钩火绳枪
シャドウキャノン,暗影炮
黄金銃,黄金枪
ゲイボルグ,盖伯尔加
ランドキャノン,大地炮
エンジェルクライ,天使之泣
ザミエルガン,萨米尔之枪
グングニル,冈格尼尔
メギドファイア,米吉多之火
アグネヤストラ,火神之击
銃２９,枪械29
銃３０,枪械30
ダイオウの爪,大王之爪
ケモノの爪,野兽之爪
アクアクロー,流水之爪
硬石のカギ爪,坚石钩爪
風斬りの爪,斩风爪
危険な爪,危险之爪
ソニッククロー,音速爪
隕鉄のカギ爪,陨铁钩爪
ブラッドネイル,血红之爪
ヘルズクロー,地狱之爪
ウォルフラムネイル,钨金之爪
にゃん２クロー,喵2爪
爪１５,爪15
世界樹の剣,世界树之剑
空割の弓,裂空之弓
絆守の爪,羁绊守护者之爪
神樹の杖,神树之杖
日向之興里,日向之兴里
白氷の蔦鞭,白冰藤鞭
樹士の戦斧,树士战斧
アグネア,阿耆尼亚
グリーンリーフ,绿叶衣
ハードレザーベスト,硬皮背心
ウイングリーフ,羽翼叶衣
イノセントベスト,纯洁背心
レザーアーマー,皮制铠甲
レザーダブレット,皮制紧身衣
スタデッドレザー,镶钉皮甲
ウイングブレスト,羽翼胸甲
ハードブレスト,硬质胸甲
ホーンブレスト,角制胸甲
フレイムリーフ,火焰叶衣
レッドチュニック,红色短袍
スノージャーキン,白雪夹克
純白の胸当て,纯白胸铠
ハードロリカ,硬锁甲
パープルメイル,紫色编织甲
ゴールドダブレット,黄金紧身衣
七色の胴衣,七彩上衣
ウイングドレス,羽翼礼服
ウイングチュニック,羽翼短袍
皇帝の胸当て,皇帝胸铠
極上のローブ,至上长袍
退魔のコート,驱魔外套
ボンデージレザー,紧身皮衣
ヒュメンの衣,海曼之衣
上帝の衣,上帝之衣
月影の外套,月影外套
フルコンバット,战斗用全装甲
ドラグーンメイル,龙骑兵编织甲
呪印の兵装,咒印武装
花の首輪,花之项圈
エリマキ,伞蜥蜴项圈
炎の首輪,火焰项圈
純白の首輪,纯白项圈
黄金の首輪,黄金项圈
豪華な首輪,豪华项圈
獣王の首輪,兽王项圈
ホーリーカラー,神圣项圈
魔獣の鎖,魔兽锁链
Ｐ１０,P10
Ｐ１１,P11
Ｐ１２,P12
Ｐ１３,P13
Ｐ１４,P14
Ｐ１５,P15
鉄の髪飾り,铁制发饰
革の帽子,皮帽子
硬草の頭飾り,硬草头饰
ゼリーヘルム,果冻头盔
パンプキンヘッド,南瓜帽
ホワイトヘルム,雪白头盔
サーリット,全覆式轻盔
硬骨の兜,硬骨头盔
モリオン,莫里恩头盔
モンテフォルティノ,简化式重盔
スパンゲンヘルム,钢箍盔
緋緋色漆塗頭形兜,绯绯色漆涂头型盔
グレートヘルム,卓越战盔
兜１７,头盔17
兜１８,头盔18
兜１９,头盔19
兜２０,头盔20
厚手の手袋,厚手套
革の手袋,皮革手套
スタデッドグローブ,镶钉手套
羽根の手甲,羽毛手甲
まだらの手袋,交织手套
ボーングローブ,骨制手套
ゴーントレット,防护手套
ルーングラブ,符文手套
風の手甲,风之手甲
破邪の手甲,破邪手甲
ブラッドガントレット,血红臂铠
覇王の手甲,霸王手甲
手１７,手17
手１８,手18
手１９,手19
手２０,手20
硬皮の盾,硬皮盾
ホワイトラウンド,白圆盾
ペルタ,新月盾
青生生魂の盾,青生生魂之盾
盾１６,盾16
盾１７,盾17
盾１８,盾18
盾１９,盾19
盾２０,盾20
グリーンブーツ,绿叶靴
虹のサンダル,彩虹凉鞋
甲羅の長靴,龟甲长靴
ナイトグリーブ,暗夜护胫
紫のアンクレット,紫色足环
羽飾りのブーツ,羽饰靴
妖精の靴,妖精之靴
クリムゾンレギンス,真红紧身裤
バトルブーツ,战斗靴
足１６,足16
足１７,足17
足１８,足18
足１９,足19
足２０,足20
毒蝶のリング,毒蝶指环
キノコ型の飾り,蘑菇形状的饰品
かみつきピアス,啃咬耳饰
大トンボのピアス,大蜻蜓耳饰
催眠鳥の首飾り,催眠鸟项链
呪蛾のリング,咒蛾指环
蒼鳥の羽飾り,苍鸟羽饰
石像の指輪,石像戒指
サイ角の飾り,犀角饰品
エレメントガード,元素护具
ダイレクトガード,物理护具
強健のお守り,强健护符
随意の飾り,自在饰品
光輝の腕輪,光辉手环
全能の指輪,全能戒指
公国の紋章,公国的纹章
公国の守護証,公国守护之证
火竜のオーブ,火龙宝玉
氷竜のオーブ,冰龙宝玉
雷竜のオーブ,雷龙宝玉
殻のカケラ,甲壳的碎片
ねずみの針,刺猬的针
長い針,长针
土竜のカギ爪,鼹鼠的钩爪
小さな鉄爪,小铁爪
サボテンの棘,仙人掌的刺
サボテンの幹,仙人掌的茎
テントウの爪,瓢虫的爪
ナナホシの甲殻,七星甲壳
赤角のカケラ,赤角的碎片
巨大な赤角,巨大的赤角
金属質の殻,金属质甲壳
黒金の薄殻,黑铁的薄壳
粘着質の羽皮,黏性的羽皮
水晶の眼球,水晶眼球
甲殻の突起,甲壳的突起
ゼラチン質の核,明胶质核心
繊維状の薄皮,纤维状薄皮
大きな花びら,巨大花瓣
鋼鉄の牙,钢铁的牙齿
粘つく薄皮,粘附薄皮
魔獣の蛇尾,魔兽的蛇尾
柔らかな短角,柔软的短角
エリマキ状の皮,伞状的皮
円錐形の傘,圆锥形菌伞
穴空きの石片,有孔的石片
大鳥の尾羽,大鸟的尾羽
うごめく球根,蠢动的球根
弾力あるツル,有弹性的藤蔓
深緑の羽皮,深绿的羽皮
鎧竜甲,铠龙甲
鎧竜甲の芯骨,铠龙甲的芯骨
鋼鉄の大角,钢铁的大角
鋼の鋭嘴,钢之尖喙
純白の冠羽,纯白的冠羽
発光する尾羽,发光的尾羽
ゼラチン質の赤核,明胶质赤核
凍りついた繊維,冻结的纤维
炎王の背角,炎王的背角
殺戮者の鋭爪,杀戮者的锐爪
血染めの白皮,染血的白皮
鉄角のカケラ,铁角的碎片
白玉石,白玉石
赤いタテガミ,红色的鬃毛
白馬の蹄,白马的蹄子
青いヒレ,蓝色的鳍
ぬめったウロコ,滑溜溜的鳞片
千切れた白尾,扯断的白尾
白鉄のカケラ,白铁的碎片
カブトのヒゲ,甲虫的胡须
純白の狼牙,纯白的狼牙
ゼラチン質の青核,明胶质青核
赤いヒレ,红色的鳍
ぬめった赤ウロコ,滑溜溜的红鳞片
白鳥の羽,白鸟的羽毛
蒼石の腕,苍石的手臂
野牛の毛皮,野牛的毛皮
赤象の牙,红象的牙齿
翼竜の頭骨,翼龙的头骨
金色の鶏冠,金色的鸡冠
密林蜂の毒針,密林蜂的毒针
虹色の薄殻,彩虹色的薄壳
鋭利な薄刃,锐利的薄刃
風斬りの鋭刃,斩风利刃
薄紫の羽,淡紫色的翅膀
濃紫のリンプン,深紫色的鳞粉
輝白鋼の嘴,辉白钢的喙
薄藍の花蔓,淡蓝色的花蔓
青紫の花弁,蓝紫色的花瓣
黄金色の羽,金色的羽毛
黄金色の小爪,金色的小爪
蒼鳥の羽,苍鸟的羽毛
蒼鳥の嘴,苍鸟的喙
濃紫の短爪,深紫色的短爪
濃紫の曲がった角,深紫色的弯角
石化鳥の嘴,石化鸟的喙
雷王の背ビレ,雷王的背鳍
マンドレイクの根,曼德拉草的根
木炭のカケラ,木炭的碎片
ゼラチン質の黄核,明胶质黄核
青いタテガミ,蓝色的鬃毛
黒馬の蹄,黑马的蹄子
コウモリのキバ,蝙蝠的牙齿
蒼鉄鋼の甲殻,苍铁钢的甲壳
黒灰の骨片,黑灰骨片
黒灰の頭骨,黑灰头骨
金剛鉄の殻,金刚铁的甲壳
金剛鉄の上腕,金刚铁的上臂
青藍の皮,青蓝色的皮
頭青石,头青石
隕鉄の石片,陨铁的石片
ゼラチン質の黒核,明胶质黑核
純白銅の甲殻,纯白铜的甲壳
純白銅髄,纯白铜髓
真白銀のカケラ,真银的碎片
真白銀の塊,真银块
黒甲羅,黑龟甲
金属片,金属片
悪魔の骨翼,恶魔的骨翼
ウーツ鋼のカケラ,乌兹钢的碎片
緋緋色金の剣片,绯绯色金碎剑
邪竜の骨鱗,邪龙的骨鳞
魔獣の硬翼,魔兽的硬翼
開口した傘,开口的菌伞
金色の胞子,金色的孢子
エリマキ状の赤皮,伞状的赤皮
アルビノ質の柔皮,白化软皮
トカゲの王冠,蜥蜴的王冠
緋色の薄皮,绯色的薄皮
苔生した宿貝,长苔的寄居贝壳
虐殺者の鉤爪,虐杀者的钩爪
漆黒の毛皮,漆黑的毛皮
純白の角質,纯白的角质
無傷の白角,完整的白角
薄赤の羽,淡红色的翅膀
真紅のリンプン,鲜红色的鳞粉
ダマスカスの短爪,大马士革短爪
柔らかな黒皮,柔软的黑皮
赤鉄のカケラ,赤铁的碎片
血染めの鉄塊,染血的铁块
枯れ果てた棘,枯萎的棘刺
覇王樹の幹,霸王树的茎
硬質なワニ皮,硬质鳄鱼皮
青生生魂の頭骨,青生生魂的头骨
紫鉄鱗,紫铁鳞
来訪者の角,来客之角
玉鋼のカケラ,玉钢的碎片
戦斧の刃片,战斧的刃片
氷王の頭角,冰王的头角
焔の吐息,焰之吐息
焔鉄の骨髄,焰铁骨髓
鋭い剣爪,锋利剑爪
紅蓮の膜翼,红莲翼膜
巫医の呪衣,巫医的咒衣
魔弾の欠片,魔弹的碎片
氷姫の雪蔓,冰姬的雪蔓
氷姫の尖骨,冰姬的尖骨
妖鳥の翼,妖鸟的翅膀
女王の風切り羽,女王的飞羽
守護獣の大角,守护兽的大角
守護獣の鉄膚,守护兽的铁皮
上帝の逆鱗,上帝的逆鳞
千手巨人の杭,百臂巨人的铁钉
千手巨人の魔皮,百臂巨人的魔皮
原初の果実,原初的果实
鈴の実,铃之实
緋緋色金の尾骨,绯绯色金尾骨
土竜の剣爪,鼹鼠的剑爪
千角獣の大角,千角兽的大角
白魔石,白魔石
危険なツル,危险的藤蔓
輝く尾骨,闪光尾骨
氷王の剣骨,冰王的剑骨
猫目石,猫眼石
緑玉髄,绿玉髓
深森の花,深林之花
深森の枝材,深林的枝材
銀星石,银星石
弾ける木の葉,爆裂树叶
光る木材,发光木材
ハマオⅢ,神酒Ⅲ
ネクタルオール,全体蜜酒
ネクタルオールⅡ,全体蜜酒Ⅱ
ソーマⅡ,灵药Ⅱ
ソーマⅢ,灵药Ⅲ
テリアカαオール,全体底也伽α
テリアカβオール,全体底也伽β
ラウダナムオール,全体阿片酊
攻撃力ダウン,攻击力降低
防御力ダウン,防御力降低
耐魔ミスト,抗魔喷雾
耐物ミスト,抗物喷雾
引き寄せの鈴,吸引铃铛
斬術の起動符,斩术启动符
壊術の起動符,坏术启动符
突術の起動符,刺术启动符
エブリコ,惠布里古
先駆けの光弾,先锋光弹
先駆けの光弾Ⅱ,先锋光弹Ⅱ
魅惑の香,魅惑香
火炎連動機,火焰联动器
氷結連動機,冰冻联动器
電撃連動機,电击联动器
復讐の刃,复仇之刃
報復の棘,报复之棘
公国民の証,公国居民证
眠りの鈴,催眠铃铛
信頼の首輪,信赖项圈
火トカゲの羽毛,火蜥蜴的羽毛
氷の花,冰之花
世界樹の鍵,世界树之钥
碧石の首飾り,碧石项链
雨垂の柳枝,坠雨柳枝
鷲紋の徽章,鹫纹徽章
木樹薬,木树药
灰色の遺物,灰色的遗物
謎の羊皮紙,神秘羊皮纸
超鳥缶,超级鸟食罐头
金竜の書,金龙之书
翼人の宝物,翼人的宝物
翼神の聖櫃,翼神的圣柜
甘い花の蜜,甘甜花蜜
最高級ジャム,顶级果酱
香り付きの封蝋,有香味的封蜡
虹色の尾羽,彩虹色的尾羽
純白のアウラツム,纯白天香百合
岩清水,岩清水
大きな荷物,大包行李
蒼色の花,苍蓝色的花
月の涙,月之泪
王者の果実,王者果实
鈍く光る石,光泽黯淡的石头
巨大な石材,巨大石材
風石,风石
呪術の香木,咒术香木
樹海のバラ,树海玫瑰
古びた金貨,老旧的金币
羊皮紙の手紙,羊皮纸的信
魔物のフィレ,魔物雪花肉
小さな花飾り,小小的花饰
特別な薬,特制药剂
真っ黒な塊,漆黑的块状物
金細工の駒“公女”,金饰棋子“公女”
金細工の駒“衛士”,金饰棋子“卫士”
金細工の駒“城兵”,金饰棋子“守城兵”
金細工の駒“学者”,金饰棋子“学者”
金細工の駒“公王”,金饰棋子“公王”
金細工の駒“騎士”,金饰棋子“骑士”
鋼鉄の戦斧,钢铁战斧
紅色の石板,红色石板
朽ちた剣,腐朽的剑
鈍色の剣,深灰色的剑
大公宮の親書,大公宫外交文书
世界樹のつぼみ,世界树的花蕾
翼神の剣,翼神之剑
不思議な鉄片,神秘铁片
呪銀の聖杯,咒银的圣杯
いにしえの飾り,远古饰物
諸王の聖杯,诸王的圣杯
貴重品５４,贵重物品54
貴重品５５,贵重物品55
貴重品５６,贵重物品56
貴重品５７,贵重物品57
貴重品５８,贵重物品58
貴重品５９,贵重物品59
貴重品６０,贵重物品60
天河石,银河石
霰石,霰石
柘榴石,石榴石
かたい根っこ,坚硬的树根
丸太,原木
すっぱい実,酸涩的果实
綿の実,棉花果
螢石,萤石
赤木のツタ,红木藤蔓
紅玉,红玉
血星石,血星石
三色の木の実,三色树果
赤木松,赤木松
天青石,天青石
氷長石,冰长石
氷花,冰花
雪花石膏,雪花石膏
氷結晶の枝,冰结晶的树枝
葡萄石,葡萄石
弓なりの花枝,弓形花枝
孔雀石,孔雀石
薔薇石英,蔷薇石英
衝撃の果実,冲击果实
花枝の材木,花枝木材
月長石,月长石
電気石,电气石
ロサカリナ,狗牙蔷薇
鉄木,铁木
夜光石,夜光石
軽い鉄片,轻铁片
ＳＴＲブースト,STR提升
ＴＥＣブースト,TEC提升
ＶＩＴブースト,VIT提升
逃走率ＵＰ,逃跑率UP
ボンテージケア,解除束缚
ソニックレイド,音速斩
レイスラッシュ,背水斩击
デスバウンド,死亡界限
パワーゲイン,巨力强击
ハイスイング,纵情挥击
フルゲイン,全力猛击
危機感知,危机感知
スローステップ,缓速步法
チェインダンス,连环舞步
スリープアロー,睡眠箭
パライズアロー,麻痹箭
ポイズンアロー,剧毒箭
ソニックステップ,音速步法
警戒斥候,警戒斥候
知覚,知觉
夢幻陣形,梦幻阵型
加護,祝福
背水の守護,背水守护
フルガード,全面守护
チョイスガード,重点守护
マテリアルガード,元素守护
全力逃走,全力逃跑
完全防御,完美防御
蟲毒の極,蛊毒的极致
無我の極,忘我的极致
ヘッドボンテージ,头部束缚
アームボンテージ,臂部束缚
レッグボンテージ,腿部束缚
トラッピングⅡ,诱捕Ⅱ
誘いの足音,引诱足音
オールボンテージ,完全束缚
白刃取り,空手夺白刃
死地の心胆,死地心胆
死人の法,死人之法
鞘撃,鞘击
鬼炎斬,鬼炎斩
月影,月影
建御雷神,建御雷神
鎧抜け,穿甲
細雪,细雪
一閃,一闪
エリアヒール,群体治愈
エリアフルヒール,群体完全治愈
フルリカバリ,群体解封
フルリフレッシュ,群体重振
レジストデッド,抵御死亡
捨て身の医療,舍身医疗
超医術,超级医术
炎マスタリ―,炎精通
氷マスタリ―,冰精通
物理マスタリー,物理精通
解析,分析
大雷光の術式,大雷光之术式
強斬の術式,强斩之术式
圧殺の術式,压杀之术式
貫撃の術式,贯击之术式
核熱の術式,核爆之术式
回帰の術式,回归之术式
超核熱の術式,超核爆之术式
耐邪の鎮魂歌,辟邪镇魂曲
沈着なる奇想曲,沉着的随想曲
魅惑の小夜曲,魅惑小夜曲
招引のソナタ,招引奏鸣曲
全てへの子守唄,献给万物的摇篮曲
最終決戦の軍歌,最终决战之军歌
変化の呪言,变化之咒言
病毒の呪言,病毒之咒言
痺縛の呪言,痹缚之咒言
睡眠の呪言,睡眠之咒言
命ず、自ら滅せよ,命令，自裁吧
黄幡の呪言,黄幡之咒言
ウィークショット,弱点射击
ドラッグバレット,注药子弹
ヘッドスナイプ,头部狙击
アームスナイプ,臂部狙击
レッグスナイプ,腿部狙击
フレイムショット,火焰射击
チャージフレイム,火焰蓄能
アイスショット,冰霜射击
チャージアイス,冰霜蓄能
サンダーショット,雷电射击
チャージサンダー,雷电蓄能
掃射,扫射
ブレイクショット,破坏射击
跳弾,跳弹
精密射撃,精准射击
チャージショット,蓄能射击
威嚇射撃,威吓射击
至高の魔弾,至高魔弹
巫剣マスタリー,巫剑精通
巫術マスタリー,巫术精通
精霊の守り,精灵的庇佑
巫術：鬼力化,巫术：鬼力化
巫術：皮硬化,巫术：硬皮化
巫術：瞬足化,巫术：瞬足化
巫術：祓化,巫术：净化
巫術：転化,巫术：转化
巫剣：毒封脚斬,巫剑：毒封腿斩
巫剣：麻封腕斬,巫剑：麻封臂斩
巫剣：盲封頭斬,巫剑：盲封头斩
巫剣：睡攻大斬,巫剑：睡攻大斩
巫剣：呪吸大斬,巫剑：咒吸大斩
巫剣：恐吸大斬,巫剑：恐吸大斩
太古の巫道,太古之巫道
忠義の心,忠义之心
自然治癒,自然治愈
自然回復,自然恢复
最後の足掻き,最后的挣扎
ワイルドガード,野性防御
傷舐め,舔伤口
転寝,休眠
陽動,佯攻
丸齧り,大口啃咬
自衛の本能,自卫本能
引っかき,爪击
ビーストダンス,野兽之舞
アニマルパンチ,动物重拳
呼び寄せの遠吠え,呼唤的远嚎
威嚇の吠え声,威吓的吼叫
野生の勘,野性直觉
究極傷舐め,究极舔伤口
堅い針,硬针
鋭利な爪,利爪
風の瞬き,风之迅捷
角撃,角击
ローリング,翻滚
麻痺睨み,麻痹瞪视
溶解液,溶解液
粘液,粘液
絡みの糸,纠缠之丝
毒の花粉,毒花粉
捕食の冷気,捕食寒气
ダブルニードル,双重针刺
麻痺の牙,麻痹之牙
蛮力の大鎌,蛮力大镰
毒の胞子,毒孢子
麻痺の胞子,麻痹孢子
ひっかき,爪击
火の息,火之气息
惑尾,迷惑之尾
鎧固め,硬化坚甲
引き裂く爪牙,撕裂爪牙
切り裂く風爪,斩裂风爪
デスホーン,死亡之角
恐怖のいななき,恐惧嘶吼
混乱の粉,混乱粉末
疾風疾駆,疾风迅驰
キャンドルペイン,烛火之痛
呪いの囁き,诅咒低语
毒手拳,毒手拳
頭蓋割り,头骨碎击
雷撃の斧,雷击之斧
炎神の憤怒,炎神之怒
スノーブレス,冰雪吐息
鋭い顎,尖锐之颚
惑乱の急襲,惑乱奇袭
暴走,失控
氷の息,冰之气息
氷雪の息吹,冰雪吐息
粘つく体液,粘性体液
流氷の尾びれ,流冰尾鳍
白い翼,白翼
巨牛の行進,巨牛行进
ダストデビル,沙尘恶魔
巨大な双爪,巨大双爪
古蛇の毒牙,古蛇毒牙
電撃,电击
蜂針,蜂针
悪夢の針,噩梦之针
氷のはばたき,寒冰振翅
困惑のリンプン,困惑鳞粉
フェザーカッター,羽刃
巨大なクチバシ,巨大尖喙
死のツタ,死亡藤蔓
超毒牙,超级毒牙
洗脳音頭,洗脑之歌
憤怒の雷撃,愤怒雷击
破壊の顎,破坏之颚
吸血,吸血
ナイトメア,梦魇
ツタシブキ,飞散藤蔓
ウィングブレイド,翔翼之刃
ヘッドバット,头槌
魅惑の石爪,魅惑石爪
王の中の王,王中之王
白銀の狙撃,白银狙击
白銀の乱射,白银乱射
電磁波：頭,电磁波：头
電磁波：腕,电磁波：臂
電磁波：脚,电磁波：腿
粛清の白刃,肃清之白刃
四肢潰し,击碎四肢
呪われし眼光,诅咒目光
死の黒刃,死亡黑刃
殺戮の光刃,杀戮光刃
悪夢の晩餐,噩梦之晚餐
キズナメ,舔伤口
堕落の煙,堕落之烟
古の守り,远古庇佑
貪欲な顎,贪欲之颚
血塗れの刃,染血之刃
トライ・デス,死亡三角
灼熱の宝石,灼热宝石
呪爪乱舞,咒爪乱舞
狂気のリンプン,疯狂鳞粉
ニードルシャワー,尖刺针雨
黄泉の糸,黄泉之丝
甘噛み,轻咬
ゲイルステップ,狂风步法
暴虐の牙,暴虐之牙
地獄の業火,地狱业火
氷王の鉄槌,冰王铁锤
困惑のステップ,困惑步法
音速飛行,音速飞行
癒しのリンプン,疗愈鳞粉
じゃれる,玩耍
反撃の堅殻,反击坚甲
スネークパイル,巨蛇打桩
劫火,劫火
双連撃,双连击
踊り狂え,入神狂舞
我の怒り,吾之愤怒
我の悲しみ,吾之悲伤
ヒール,治愈
アタックオーラ,攻击气场
クラッシュテイル,尾巴碎击
獄炎の吐息,狱炎吐息
戦慄の死声,战栗死音
我の慈悲,吾之慈悲
去れ、永久に,永远消逝吧
滅ぼす風,毁灭之风
熟者への賞賛,致以巧者的赞赏
隠者への賞賛,致以隐者的赞赏
狂乱の咆哮,狂乱咆哮
極炎撃,极炎击
悪夢の抱擁,噩梦拥抱
霧散の暴虐,雾散之暴虐
炎の王,火焰之王
我に触れるな,勿触吾身
崇高なる休息,崇高的休憩
イフリート０８,伊夫利特08
奈落からの慟哭,地狱传来的恸哭
メガリスメテオ,巨岩陨星
百烈震,百烈震
グラインメイス,重击矛锤
バインドスパイク,束缚钉刺
ムカデ巨人０６,蜈蚣巨人06
ムカデ巨人０７,蜈蚣巨人07
ムカデ巨人０８,蜈蚣巨人08
スキュラ０７,斯库拉07
スキュラ０８,斯库拉08
全てを解き放つ光,解放一切之光
汝、力をささげよ,献上汝之力量
強者への賞賛,致以强者的赞赏
我は軟弱を嫌う,吾厌恶软弱
我に従え,服从于吾
開放、そして癒し,开放，并治愈
孤独は尊ぶ,孤独无价
力を見よ,见证力量吧
絶望の大爪,绝望大爪
ストームフェザー,风暴羽毛
金切り声,刺耳尖啸
アンガーヒール,狂怒治愈
捕食の宴,捕食盛宴
ハーピ０６,哈庇06
ハーピ０７,哈庇07
ハーピ０８,哈庇08
完全破壊,完全破坏
巨角の一撃,巨角一击
ブン回し,猛烈甩动
腐った息,腐败气息
蛮勇の障壁,蛮勇屏障
王者の爆進,王者猛冲
ジャガーノート７,札格纳特7
ジャガーノート８,札格纳特8
ＲＥＰＡＩＲ,REPAIR
ＭＡＣＶ,MACV
ＡＡＣＶ,AACV
ＬＲＤＡ,LRDA
ＶＯＩＤ１,VOID1
ＶＯＩＤ２,VOID2
オーバロード０７,至高之主07
オーバロード０８,至高之主08
美しき陽光,美妙阳光
凍雨と雨氷,冻雨和雨冰
雷鳴と我が身,雷鸣与吾身
孤独そして孤独,孤独复孤独
何処何処,何处又何处
如く舞う,舞动如斯
生れ出づる悩み,与生俱来的烦恼
山行水行,山行水行
ロックハート,坚石之心
ゴーレム０８,魔像08
ワイバーン０５,双足飞龙05
ワイバーン０６,双足飞龙06
ワイバーン０７,双足飞龙07
ワイバーン０８,双足飞龙08
赤竜０７,红龙07
