ja,zh_Hans
活性青汁,活性青汁
極苦青汁,极苦青汁
温泉青汁,温泉青汁
充実カロリズム,充实卡路里
夏のくじバラ10枚,夏季彩票散号10张
ハッピーチャプス,快乐棒棒糖
融氷石,融冰石
浄火玉,净火玉
除電晶,除电晶
盆ジュース,盂兰盆节果汁
サンドイッチ,三明治
フルーツデニッシュ,水果丹麦
焼きそばパン,炒面面包
クリーチャー,异兽
246茶,246茶
モロナミンG,莫乐蜜G
剛健美茶,刚健美茶
モンタ,奔达
後光の紅茶,后光的红茶
1UP,1UP
はったれ五右衛門,招摇撞骗五右卫门
プロゴルファー猿田彦,高尔夫玩童猿田彦
予告状ポストカード,预告信明信片
限定フレッシュアロマ,限定清新香氛
プロテイン,蛋白粉
湿ったプロテイン,潮湿的蛋白粉
昭和の揚げパン,昭和炸面包
超上級コース,超高级难度
破天荒コース,破天荒难度
初級コース,初级难度
中級コース,中级难度
上級コース,高级难度
びっくりサンド,惊奇三明治
グランドマザーバーグ,奶奶汉堡肉
ぷるるんフルーツティ,Q弹水果茶
トーテムポール,图腾柱
ほっこりコーヒー,暖心咖啡
あっちっティー,热情红茶
注入★パンケーキ,注入★松饼
かきかきオムレツ,酱绘欧姆蛋
小さな練り餌,小型混合饵
中くらいの練り餌,中型混合饵
大きな練り餌,大型混合饵
最高級練り餌,顶级混合饵
ヌシ用練り餌,鱼王混合饵
サターンポテト,土星薯条
限定アースバーガー,限定地球汉堡
限定ムーンバーガー,限定月球汉堡
スーパーノヴァーガー,超新星堡
からあげさん,炸鸡先生
春の果物バスケット,春季水果篮
異国の肉まん,异国肉包
怪盗ウエハースチョコ,怪盗威化巧克力
夏限定癒やし中華,夏季限定中华疗面
冬限定アゴダシおでん,冬季限定飞鱼高汤关东煮
パーティー缶詰セット,派对罐头组
最新デジカメ,最新型数字相机
最新美顔器,最新型美颜器
ノートパソコン,笔记本电脑
ミニドミニオン,迷你主天使
だいそうじょう(大),大僧正(大)
デカいデカラビア,巨型单卡拉比
ぎりぎりギリメカラ,勉勉强强基力梅卡拉
キラキラキンキ,闪亮亮金鬼
もふもふモスマン,毛茸茸天蛾人
映画16のチケット,电影16的票
キーピック,开锁工具
永久キーピック,无限开锁工具
予備弾丸,备用子弹
宝魔ホイホイ,宝魔诱饵
紅魚,红鱼
ザラブナ,糙鳞鲫鱼
ミヤビタナゴ,风雅镜鱼
ナナイロマス,七彩鳟鱼
シロー鯉,史郎鲤鱼
オタカラマス,稀宝鳟鱼
デリシャスタナゴ,美味镜鱼
無双ブナ,无双鲫鱼
市ヶ谷のヌシ,市谷鱼王
絆創膏,创可贴
全快点滴バッグ,痊愈输液袋
ルブランのコーヒー,卢布朗的咖啡
極上ルブランコーヒー,卢布朗的极致咖啡
そこそこのカレー,普普通通的咖喱
ルブランのカレー,卢布朗的咖喱
極上ルブランカレー,卢布朗的极致咖喱
連射ゲームの懸賞葉書,射击游戏抽奖明信片
点滴バッグ,输液袋
鉄道ゲームの懸賞葉書,铁路游戏抽奖明信片
格闘ゲームの懸賞葉書,格斗游戏抽奖明信片
拳闘ゲームの懸賞葉書,拳击游戏抽奖明信片
賭博ゲームの懸賞葉書,赌博游戏抽奖明信片
孔球ゲームの懸賞葉書,高尔夫游戏抽奖明信片
現代社会思想論考,现代社会思想考察
バッティングの神髄,打击的精髓
釣りのエッセンス,钓鱼的奥妙
図解・なっとく速読術,图解·顿悟速读术
魂がふるえる映像技法,震撼人心的拍摄技巧
中華スイーツなび,中华甜点指南
遊園地エスコート,游乐园向导
大怪盗・アルセーヌ,大怪盗·亚森
海賊伝説,海盗传说
大盗賊・ゾロ,大盗·佐罗
妖艶の踊り子,艳丽的舞娘
伝承の義賊,传奇侠盗
幻の女教皇,梦幻的女教皇
クトゥルフの嘆き,克苏鲁的叹息
闇を駆ける女,暗中活跃的女人
弓を携えた者,携弓者
メジエドの脅威,梅吉多的威胁
魅惑の会話術,魅惑的交谈术
ゲーム大技泉,游戏秘技宝典
バラ10枚,散号10张
連番10枚,连号10张
スクラッチくじ,刮刮乐
四茶亭軒助の落語全集,四茶亭轩助的落语全集
クラシック全集豪華版,古典乐全集豪华版
KGB49ベスト,KGB49精选
WITHゴースト,第七感生死爱
牢獄ブレイク,越狱风暴
探検野郎マック,百战天王
ランニングデッド,行尸跑路
Xフォルダー,X档案夹
グッパーGIRL,酷派GIRL
大人の納得デート,成熟的约会
ヒエールシート,冰凉贴
アタタカイロ,热呼呼暖暖包
ビーナスサラダ,维纳斯色拉
ワケアリン,啊嘶砒磷
ワケアリンα,啊嘶砒磷α
ワケアリンEX,啊嘶砒磷EX
パッチリ目薬,明目眼药水
安堵ーナッツ,安心甜甜圈
記憶の糸ピック,记忆牙线
スーラー茶,酸辣茶
風船,气球
ミリ飯コミスブロート,军粮黑麦面包
ミリ飯ビーフパティ,军粮牛肉饼
ミリ飯Dレーション,军粮D口粮
ミリ飯野菜シチュー,军粮蔬菜浓汤
ドリアンオレ,榴莲欧蕾
お!しるこ,哇！红豆汤
荒ごしポタージュ,粗滤浓汤
極甘酒,极甘酒
宇多川の名水・炭酸,宇多川名水·碳酸
プラセンウォーター,胎盘素精华水
イチゴカレー缶,草莓咖喱罐头
マヨイナゴ缶,蛋黄酱蝗虫罐头
ヒトデのミソ煮缶,味噌炖海星罐头
闇鍋缶,黑暗火锅罐头
ルブランコーヒー激苦,卢布朗超苦咖啡
ルブランコーヒー極苦,卢布朗极苦咖啡
そこそこのカレー激辛,普普通通的超辣咖喱
ルブランカレー激辛,卢布朗超辣咖喱
ルブランカレー極辛,卢布朗极辣咖喱
ラーメンどんぶり,海碗拉面
夜景ペナント,夜景三角旗
裸婦の彫像,裸女的雕像
スワンボート,天鹅船
スカイツリーライト,晴空塔灯光模型
巨大ヘラ,巨大煎铲
アイドルポスター,偶像海报
星座シール,星座贴纸
王将の置き物,王将的摆饰
ヒーローフィギュア,英雄模型
破魔矢,破魔箭
ILOVE東京シャツ,ILOVE东京衬衫
ノンビリガム,轻松口香糖
川上の本命チョコ,川上的真情巧克力
武見の本命チョコ,武见的真情巧克力
千早の本命チョコ,千早的真情巧克力
大宅の本命チョコ,大宅的真情巧克力
一二三の本命チョコ,一二三的真情巧克力
真の本命チョコ,真的真情巧克力
春の本命チョコ,春的真情巧克力
杏の本命チョコ,杏的真情巧克力
双葉の本命チョコ,双叶的真情巧克力
竜司の友情チョコ,龙司的友情巧克力
惣治郎の慈悲チョコ,惣治郎的同情巧克力
熊手,吉祥竹耙
しゅうまいクッション,烧卖抱枕
ジャイニャンくん人形,杰喵玩偶
寿司湯呑み,寿司茶杯
チョコファウンテン,巧克力喷泉
ファミリードライブ,FamilyDrive
迷えるヒツジ男人形,迷途羊男玩偶
ジャムパン,果酱面包
限定メロンパン,限定蜜瓜面包
名物・天使のタルト,名产·天使烤塔
名物・満月団子,名产·满月团子
ミックスナッツ,综合坚果
紅あずま,红番薯
噂の石焼き芋,传说中的烤番薯
月光ニンジン,月光胡萝卜
太陽のトマト,太阳西红柿
大地ビーンズ,大地鲜豆
星辰オニオン,星辰洋葱
杏の手作りプチシュー,杏的手工小泡芙
真の手作りドーナツ,真的手工甜甜圈
桜の飴細工,樱花艺术糖
川上の手作りタイ焼き,川上的手工鲷鱼烧
竜司ドッグ,龙司热狗
素人のカレー,外行咖喱
壊れたノートパソコン,坏掉的笔记本电脑
海外製プロテイン,外国制蛋白粉
毎日が水族館,天天水族馆
散歩する・ザ・中野,中野散散步
力の抹香,力之末香
魔の抹香,魔之末香
耐の抹香,耐之末香
速の抹香,速之末香
運の抹香,运之末香
力のリュウゼン香,力之龙涎香
魔のリュウゼン香,魔之龙涎香
耐のリュウゼン香,耐之龙涎香
速のリュウゼン香,速之龙涎香
運のリュウゼン香,运之龙涎香
力のニルヴァーナ香,力之涅盘香
魔のニルヴァーナ香,魔之涅盘香
耐のニルヴァーナ香,耐之涅盘香
速のニルヴァーナ香,速之涅盘香
運のニルヴァーナ香,运之涅盘香
ゴロゴロメンチ,滚滚炸肉饼
強筋サプリメント,强肌营养品
硬筋サプリメント,壮肌营养品
速筋サプリメント,快肌营养品
職人特製・桜餅,匠人特制樱饼
油彩セット,油画套组
水彩の絵ハガキ,水彩画明信片
牛革ペンケース,牛皮笔袋
ご当地カップ麺セット,地方名产泡面组合包
万能ビタミン剤,万能维生素片
シルバーバングル,白银手环
ウェイトリスト,负重腕带
スポーツサングラス,运动墨镜
キッチンツールセット,厨房工具组
48面立方体パズル,48面魔术方块
RESERVE ,RESERVE 
目眩の小ビン,晕眩小瓶子
目眩の大ビン,晕眩大瓶子
混乱の小ビン,混乱小瓶子
混乱の大ビン,混乱大瓶子
恐怖の小ビン,恐惧小瓶子
恐怖の大ビン,恐惧大瓶子
忘却の小ビン,遗忘小瓶子
忘却の大ビン,遗忘大瓶子
睡眠の小ビン,睡眠小瓶子
睡眠の大ビン,睡眠大瓶子
激怒の小ビン,狂怒小瓶子
激怒の大ビン,狂怒大瓶子
絶望の小ビン,绝望小瓶子
絶望の大ビン,绝望大瓶子
洗脳の小ビン,洗脑小瓶子
洗脳の大ビン,洗脑大瓶子
力魔のジャ香,力魔之麝香
力耐のジャ香,力耐之麝香
力速のジャ香,力速之麝香
力運のジャ香,力运之麝香
魔耐のジャ香,魔耐之麝香
魔速のジャ香,魔速之麝香
魔運のジャ香,魔运之麝香
耐速のジャ香,耐速之麝香
耐運のジャ香,耐运之麝香
ラスタのビャクダン香,三色檀香
フェザーマンシーカー,追踪翔羽侠
不死鳥戦隊の懸賞葉書,不死鸟战队的抽奖明信片
バッティング無料券,打击场免费券
ライザーサプリメント,激昂保健品
市ヶ谷の裏番長,市谷的鱼王之王
ジャアクフロスト人形,邪恶霜精玩偶
ブチまる君人形,布琪丸君玩偶
じゃがお人形,脆薯爸玩偶
正体不明の練り餌,成分不明的混合饵
ハイテクロッド,高科技钓竿
ウミウシ人形,海蛞蝓玩偶
フェザーマン人形,翔羽侠玩偶
すみれの本命チョコ,堇的真情巧克力
杏の義理チョコ,杏的人情巧克力
真の義理チョコ,真的人情巧克力
春の義理チョコ,春的人情巧克力
双葉の義理チョコ,双叶的人情巧克力
武見の義理チョコ,武见的人情巧克力
千早の義理チョコ,千早的人情巧克力
川上の義理チョコ,川上的人情巧克力
大宅の義理チョコ,大宅的人情巧克力
一二三の義理チョコ,一二三的人情巧克力
すみれの義理チョコ,堇的人情巧克力
冴の義理チョコ,冴的人情巧克力
真と選んだお菓子,跟真一起挑选的零食
春と選んだお菓子,跟春一起挑选的零食
杏と選んだお菓子,跟杏一起挑选的零食
双葉と選んだお菓子,跟双叶一起挑选的零食
千早と選んだお菓子,跟千早一起挑选的零食
武見と選んだお菓子,跟武见一起挑选的零食
川上と選んだお菓子,跟川上一起挑选的零食
大宅と選んだお菓子,跟大宅一起挑选的零食
一二三と選んだお菓子,跟一二三一起挑选的零食
すみれと選んだお菓子,跟堇一起挑选的零食
深紅のバラ,深红色玫瑰
黄色いガーベラ,黄色非洲菊
青いヒヤシンス,蓝色风信子
気力補給キットS,气力补给包S
気力補給キットL,气力补给包L
マイダーツ,私人飞镖
ジャンプキュー,跳杆
反魂ロイヤルゼリー,回魂蜂王浆
飯屋特製・イチゴ大福,饭屋特制草莓大福
プロに学ぶダーツテク,跟职业选手学飞镖技巧
開眼ビリヤードテク,台球技巧大开窍
エスカレートな妻たち,激情的主妇
Dr.マウス,怪医毛斯
24日,24拖稿任务
グリーン,欢乐高球团
スタンプカード,集点卡
クララの特別な写真,库拉拉的特别照片
薄味チーズ,清淡芝士
濃厚チーズ,浓醇芝士
極濃チーズ,极浓芝士
カボチャスープパック,南瓜汤速溶包
オトナの知恵の輪,成人智慧环
もっちりクッション,懒骨头坐垫
高性能電動歯ブラシ,高性能电动牙刷
超騒音目覚まし時計,超级噪音闹钟
卓上アロママシーン,桌上型薰香机
竜の刀キーホルダー,缠龙刀钥匙圈
因数分解的勉強法,因式分解学习法
ハッスルサプリメント,斗志营养品
ウィンナーゼリー,香肠果冻
虚弱性・消毒スプレー,虚弱性消毒喷雾
柔軟性・消毒スプレー,柔软性消毒喷雾
速効性・消毒スプレー,速效性消毒喷雾
究極の消毒スプレー,究极消毒喷雾
覚醒芳香剤,觉醒芳香剂
超覚醒芳香剤,超觉醒芳香剂
未使用,未使用
灰をまとった娘,灰姑娘童话
宝玉林檎,宝玉苹果
チガACE,返地ACE
聖骸布,圣骸布
ウィジャ盤,通灵板
瞬間増強の札,瞬间强化符咒
壮絶弱体の札,壮烈弱体符咒
火の勾玉,火之勾玉
風の勾玉,风之勾玉
雷の勾玉,雷之勾玉
氷の勾玉,冰之勾玉
不滅の札,不灭符咒
力向上の札,力量强化符咒
精神向上の札,精神强化符咒
求道者の工具,求道者的工具
ものづくりのイロハ,物品制作入门
肉汁たっぷり肉まん,多汁肉包
ナポリタンまん,拿坡里意面肉包
サンショウ肉まん,山椒肉包
コンビーフスペシャル,特选腌牛肉
シリアルミックス,麦片大补帖
ボンバーポップコーン,炸弹爆米花
お楽しみ古着セット,旧衣福袋组
ミリ飯おせち,军粮年菜
ミリ飯モンブラン,军粮蒙布朗
ミリ飯ケバブ,军粮土耳其烤肉
限定包楽ちまき,限定包乐粽
新春限定おせちチョコ,新春限定年菜巧克力
解心新書・乱,解心新书·乱
消える魔球コース,神隐魔球难度
親父の霊薬,老爸的妙药
ビリヤードの魔術師,台球魔术师
速運のジャ香,速运之麝香
カフェ・ルブランの鍵,卢布朗咖啡店的钥匙
モデルガン入りの紙袋,装了模型枪的纸袋
古びた鍵,陈旧钥匙
邪なる雪の結晶,邪恶的雪晶
粘着毛玉,黏性毛球
二重細工のしおり,双重巧制书签
川上からのペンケース,川上送的笔盒
武見からのマフラー,武见送的围巾
千早からの香水,千早送的香水
大宅からのカメラ,大宅送的相机
一二三からの手袋,一二三送的手套
真からの腕時計,真送的手表
春からの帽子,春送的帽子
杏からのイヤーマフ,杏送的暖耳罩
双葉からのヘッドホン,双叶送的耳机
ブチまる君の電卓,布琪丸君的计算器
珈琲染めのハンカチ,咖啡染的手帕
杏が表紙の雑誌,杏上封面的杂志
約束ノート,约定笔记
永久指名券,无限指名券
ドッグタグ,狗牌
運命のタロットカード,命运的塔罗牌
極秘取材メモ,机密采访记录
香車の駒,香车棋子
スポーツウォッチ,运动手表
モルガナのスカーフ,摩尔加纳的领巾
レシピノート,食谱笔记
ルポ本のあらすじ,采访纪实大纲
ヤモリのピンズ,壁虎领针
囚人房の鍵,牢房的钥匙
欲望と希望の絵画,欲望与希望的画作
高級万年筆,高级钢笔
銃型コントローラー,枪型控制器
弁護士の名刺,律师名片
革の黒グローブ,黑色皮手套
新体操用クラブ,艺术体操棒
研究用の手帳,研究笔记
古城の地図,古城的地图
塔の地図,塔的地图
カモシダ金メダル,鸭志田金牌
王の書,王之书
王妃の書,王妃之书
奴隷の書,奴隶之书
緑の稼働キー,绿色启动钥匙
赤の稼働キー,红色启动钥匙
色欲の右目,色欲的右眼
情欲の左目,情欲的左眼
起動キー・右,启动钥匙·右
起動キー・左,启动钥匙·左
シャドウ金城の手帳？,暗影金城的笔记本？
破り取られたページ1,被撕掉的内页1
破り取られたページ2,被撕掉的内页2
破り取られたページ3,被撕掉的内页3
破り取られたページ4,被撕掉的内页4
破り取られたページ5,被撕掉的内页5
破り取られたページ6,被撕掉的内页6
奈落の宝玉,深渊的宝玉
拒絶の宝玉,拒绝的宝玉
自責の宝玉,自责的宝玉
庇護の宝玉,庇护的宝玉
メンバーズ・カード,会员卡
盗まれたパピルス,被偷走的莎草纸
ピラミッドの見取り図,金字塔的结构图
メンバーズ用案内図,会员楼层专用导览图
ハイレート用案内図,高倍率楼层专用导览图
銀行地下の設計図,银行地下层的设计图
ハイレート・カード,高倍率卡
宇宙基地の地図,宇宙基地的地图
係長の社員証,系长的员工证
課長の社員証,课长的员工证
部長の社員証,部长的员工证
美術館の見取り図・上,美术馆的结构图·上
美術館の見取り図・下,美术馆的结构图·下
銀行内の設計図,银行内部的设计图
銀行用カードキー,银行的钥匙卡
カジノの案内図,赌场的导览图
セキュリティキー,安保钥匙
船内の案内図,船舱的导览图
レストランの会員証,餐厅的会员证
VIPの紹介状,VIP的介绍信
朱色の円盤,朱红色圆盘
ワイヤーフック,勾绳
建物の青写真,建筑物的蓝图
研究所の設計図,研究所的设计图
関係者用ID,工作人员识别证
古びたビデオテープ,老旧的录像带
近代錬筋術,现代炼肌术
スタンプシート,集章卡
明星リリナの新曲CD,明星璃璃奈的新歌CD
小さな鍵,小巧的钥匙
ジョゼのホシ,约瑟的星石
寄木細工のしおり,拼木工艺书签
星形の水盤,星形水盘
貴人からの書状,来自贵人的信函
ダーツ無料券,飞镖免费券
色欲の赤いイシ,色欲的红色欲石
色欲の緑のイシ,色欲的绿色欲石
色欲の青いイシ,色欲的蓝色欲石
虚飾の赤いイシ,虚荣的红色欲石
虚飾の緑のイシ,虚荣的绿色欲石
虚飾の青いイシ,虚荣的蓝色欲石
暴食の赤いイシ,暴食的红色欲石
暴食の緑のイシ,暴食的绿色欲石
暴食の青いイシ,暴食的蓝色欲石
憤怒の赤いイシ,愤怒的红色欲石
憤怒の緑のイシ,愤怒的绿色欲石
憤怒の青いイシ,愤怒的蓝色欲石
強欲の赤いイシ,贪婪的红色欲石
強欲の緑のイシ,贪婪的绿色欲石
強欲の青いイシ,贪婪的蓝色欲石
嫉妬の赤いイシ,嫉妒的红色欲石
嫉妬の緑のイシ,嫉妒的绿色欲石
嫉妬の青いイシ,嫉妒的蓝色欲石
傲慢の赤いイシ,傲慢的红色欲石
傲慢の緑のイシ,傲慢的绿色欲石
傲慢の青いイシ,傲慢的蓝色欲石
悲嘆の赤いイシ,悲叹的红色欲石
悲嘆の緑のイシ,悲叹的绿色欲石
悲嘆の青いイシ,悲叹的蓝色欲石
栄光ある王の杖,荣光权杖
祝福のラッパ,祝福号角
勝者の月桂冠,胜利者的月桂冠
磁器のティーカップ,磁器茶杯
銀色のカトラリー,银色餐具
怪火のランタン,怪火提灯
裸婦の燭台,裸女烛台
鉄球つきの足枷,铁球脚镣
錠前のついた首輪,铁锁项圈
刃こぼれした剣,刃面受损的剑
穴の空いた兜,破洞头盔
つぶれた盾,受损的盾
錆びた鎖の手錠,生锈的锁链手铐
欠けたワイングラス,破损的酒杯
美人の浮世絵,美女浮世绘
山水の水墨画,山水的水墨画
花鳥画の掛け軸,花鸟画的挂轴
戯画の絵巻物,戏画的绘卷
般若の能面,般若面具
獣毛の絵筆,兽毛画笔
良質な和紙,优质和纸
ほつれた帯,脱线的衣带
ヒビ割れた花瓶,龟裂的花瓶
すすけた鉄瓶,发黑的铁瓶
無銘の茶碗,无铭的茶碗
プラスチックの額縁,塑料画框
下手な自画像,难看的自画像
いびつな自刻像,歪掉的自刻像
金の記念硬貨,纪念金币
大手企業の株券,大企业的股票
コハクの印鑑,琥珀印章
貴重な古紙幣,贵重的古纸币
珍しい古銭,珍奇的古钱
古めかしいコイン,老旧的硬币
革の印鑑ケース,皮革印章盒
金庫のダイヤル,金库转盘锁
マネーカウンター,点钞机
実務用電卓,商务计算器
インク切れの万年筆,墨水用尽的钢笔
開かずの南京錠,打不开的挂锁
すり切れたゴム印,磨损的橡皮印章
くたびれた財布,老旧的钱包
宝玉をまとうミイラ,挂着宝玉的木乃伊
黄金のウラエウス,蛇形黄金纪念章
王族のカノプス壺,王族的卡诺卜坛
小ぶりなバステト像,小巧的芭丝特像
スカラベの護符,圣甲虫护符
ミイラマスク,木乃伊面具
傷の入った宝剣,受损的宝剑
錆びついたアンク,生锈的生命之符
ちぎれたパピルス文書,破损的莎草纸文书
砕けたラーの壁画,破碎的太阳神壁画
砕けたセクメトの壁画,破碎的塞赫麦特壁画
朽ちた棺の欠片,腐朽棺材的碎片
曲がった杖,弯曲的杖
崩れた柱の破片,崩塌的柱子碎块
発光する月の石,发光的月之石
未知のレアメタル,未知的稀有金属
賢者のアストロラーベ,贤者的星盘
UFO型ドローン,UFO型无人机
ブレード型ライト,光剑型手电筒
虹色の発光ダイオード,七彩二极管
宇宙船のハンドル,宇宙飞船的方向盘
ロボットのアーム,机器人的手臂
レーダーのアンテナ,雷达的天线
壊れた装着型望遠鏡,损坏的穿戴型望远镜
冷凍された宇宙食,冷冻太空食品
穴の空いた基板,破洞的基板
割れたソーラーパネル,破裂的太阳能板
ゆがんだホイール,歪掉的轮
ブランドの腕時計,名牌手表
金のピアス,黄金耳饰
象眼細工の杖,巧制的象眼杖
銀縁のモノクル,银框的单片眼镜
象牙のダイス,象牙骰子
ディーラーのリング,发牌员的戒指
手品師の蝶ネクタイ,魔术师的领结
プロ仕様のダーツ,职业规格的飞镖
カードシャッフラー,洗牌机
ダイスシェーカー,自动骰盅
鈍色のカフスボタン,深灰色的袖扣
変色したシルクハット,变色的大礼帽
吸いかけの葉巻,吸到一半的雪茄
不揃いのトランプ,不齐全的扑克牌
宝石珊瑚のペンダント,宝石珊瑚坠饰
黒真珠のネックレス,黑珍珠项链
黒檀の化粧箱,黑檀化妆盒
大理石のチェス盤,大理石棋盘
ベッコウのかんざし,玳瑁发簪
カメオのブローチ,浮雕胸针
螺鈿細工の皿,巧制的螺钿盘子
孔雀の扇,孔雀羽扇
青銅の羅針盤,青铜罗盘
真鍮の懐中時計,黄铜怀表
ぜんまいのオルゴール,发条八音盒
古風な万華鏡,古风的万花筒
ミラーボール,镜球
仮装用の仮面,乔装用的面具
特大な金塊,特大金块
大きな金塊,大金块
小さな金塊,小金块
ギザギザの銀銭,粗糙的银币
穴のあいた銀銭,开孔的银币
薄っぺらい銀銭,虚薄的银币
ギザギザの銅銭,粗糙的铜币
穴のあいた銅銭,开孔的铜币
薄っぺらい銅銭,虚薄的铜币
オニキス,缟玛瑙
パール,珍珠
アメジスト,紫水晶
ターコイズ,绿松石
オパール,蛋白石
トパーズ,黄玉
ガーネット,石榴石
アクアマリン,海蓝宝石
ルビー,红宝石
エメラルド,祖母绿
サファイア,蓝宝石
ダイヤモンド,钻石
ヒスイ,翡翠
プラチナ,白金
点かない無影灯,打不开的手术灯
はみ出た磁気テープ,脱落的磁带
絡まったUSBコード,纠缠不清的USB线
印刷ミスのポスター,印刷错误的海报
空のボイスレコーダー,空白的录音笔
レーザーポインター,激光笔
型落ちした変圧器,型号老旧的变压器
外れたメーターパネル,被拆除的仪表板
歪んだ凸レンズ,扭曲的凸透镜
旧型プロジェクター,旧型投影机
小型音感センサー,微型声音传感器
狂ったサーモスタット,失控的温度调节器
鳴らない警笛,不会响的警哨
穴の空いた制帽,破洞的警帽
へし折れた警棒,折断的警棍
壊れた手錠,坏掉的手铐
つやがある鉄球鎖,散发光泽的铁球锁
綺麗に整った囚人服,漂亮整齐的囚服
刑務官のピンバッチ,狱警的徽章
高音質メガホン,高音质扩音器
鋭い有刺鉄線,尖锐的刺铁丝
金の記章,金色的纪念章
黄金の帽章,黄金帽徽
銀の腕章,银色臂章
銅の塊,铜块
銅の鎖,铜锁链
銅の手形,铜手印
銅のハート,铜心
銅の星,铜星
銅の月,铜月
銅の霧,铜雾
銀の塊,银块
銀の鎖,银锁链
銀の手形,银手印
銀のハート,银心
銀の星,银星
銀の月,银月
銀の霧,银雾
金の塊,金块
金の鎖,金锁链
金の手形,金手印
金のハート,金心
金の星,金星
金の月,金月
金の霧,金雾
プラチナの塊,白金块
ダイヤモンドの塊,钻石块
アタックナイフ,进击小刀
ククリナイフ,廓尔喀刀
怪盗紳士ステッキ,怪盗绅士手杖
ブリズダガー,冰封匕首
アセイミナイフ,仪式小刀
スキナーナイフ,剥皮小刀
スタンダガー,电击匕首
キリングメス,夺命手术刀
ハルペーナイフ,月牙镰刀
プロ用スキナーナイフ,专业级剥皮小刀
メガナイフ,超级小刀
ロワイヤルダガー,皇家匕首
マチェットナイフ,开山刀
バゼラードナイフ,巴赛拉德短剑
逆上ダガー,狂怒匕首
名人のパリングダガー,名人的格挡匕首
ミセリコルデ,慈悲短剑
パリングダガー,格挡匕首
コピスナイフ,科皮斯弯刀
イグナイター,炽火刀
パラダイスロスト,失乐园
ノーマルロッド,普通棍棒
ヘルスラッガー,地狱强棒
ジャッジメイス,审判钉锤
重鋼管,重钢管
バトルハンマー,战锤
高級鉄パイプ,高级铁管
ヘビーメイス,重型钉锤
スパイクロッド,尖刺棍棒
玄翁,玄翁
鬼パイプ,鬼铁管
親方用玄翁,工头专用玄翁
ガイアプレッサー,盖亚镇压者
永遠の昏睡棒,永眠的昏睡棒
スタンバトン,电击棍
竜神棒,龙神棒
グランドプレッサー,大地镇压者
アルマゲドンロッド,末日棍棒
超メガトンロッド,超百万吨棍棒
熱血バット,热血球棒
如意棒,如意棒
昏睡棒,昏睡棒
ギャング・スター,暴徒之星
ミョルニル,妙尔尼尔
バンディットソード,劫匪之剑
首狩り杓子,猎头勺
雨月の曲剣,雨月弯刀
ソニックブレード,音速刀
シミター,短弯刀
タルワール,塔尔瓦刀
スリーパーブレード,安眠刀
シャムシール,新月刀
血のシミター,弑血短弯刀
やすらいの剣,夜须礼之剑
頭領の曲剣,首领的弯刀
コスモプラズマソード,宇宙电浆剑
ダマスカスソード,大马士革剑
熱き血潮の剣,热血之剑
へヴィサーベル,重型军刀
パニックソード,慌乱之剑
ブライトソード,灵光剑
アンスウェラー,应答者
クレイヴソリッシュ,光之剑
ゴッドセーバー,神威军刀
レザーウィップ,皮鞭
スキンリッパー,裂肤者
ヒートウィップ,炽红鞭
戦士の鞭,战士鞭
土産の飾り鞭,伴手礼的装饰鞭
バーンウィップ,燃火鞭
女傑の鞭,女英豪之鞭
蛇腹剣,蛇腹剑
電磁ウィップ,电磁鞭
ミラージュウィップ,幻象鞭
ストライクテイル,强袭之尾
大蛇腹剣,大蛇腹剑
チェーンウィップ,锁链鞭
フィアーオブペイン,痛楚之畏
スパイクウィップ,尖刺鞭
ハードブランチ,坚桠
ギルティーウィップ,罪恶鞭
山羊革のウィップ,山羊皮鞭
雪の女王の鞭,冰雪女王鞭
奈落の鞭,深渊之鞭
日本刀,日本刀
軍刀,军刀
斬銅刀,斩铜刀
唯美の太刀,唯美太刀
村雨,村雨
アンティーク軍刀,古董军刀
制式刀,制式刀
小江戸の刀,小江户刀
蛇牙刀,蛇牙刀
月光,月光
居合刀,居合刀
大蛇刀,大蛇刀
大脇差,大胁差
夢想正宗,梦想正宗
達人の居合刀,名匠的居合刀
血繁吹く魔刀,溅血魔刀
快刀・乱麻,快刀·乱麻
薄緑,薄绿
仕込み煙管,烟管刀
豪刀“千両役者",豪刀『千两名角』
ブラスナックル,黄铜拳套
ヘルナックル,地狱拳套
メタルダスター,重金扫荡者
親父の拳,人父之拳
鉄拳,铁拳
マッハパンチ,马赫拳套
鬼の拳骨,魔鬼霸拳
フラッシュパンチ,闪光拳套
オメガナックル,终极拳套
バウトグローブ,竞赛拳套
サンクション,制裁
ベアグローブ,小熊手套
拳骨,霸拳
サバジオス,萨巴兹乌斯
ヴァジュラ,金刚杵
統制の鞭,统治之鞭
鉄パイプ,铁管
アクス,战斧
メガアクス,超级战斧
クレセントアクス,新月战斧
アイスドアクス,寒冰战斧
セルティス,凿斧
金太郎印の斧,金太郎印的斧头
アマゾネスアクス,亚马逊战斧
ビッグバンアクス,大爆炸战斧
ギルガメスアクス,基加美修战斧
フルールドマル,恶之华战斧
ナックルダスター,手指虎
デルタナックル,三角拳套
ヘビーグリップ,重击拳套
ルミナサーベル,辉光军刀
ヒノカグツチ,火之迦具土
クェーサーサーベル,类星体军刀
ヒノカグツチ改,火之迦具土·改
ファルシオン,弯刃大刀
マスカレイドリボン,虚幻缎带
分銅鎖,分铜锁
断末魔の斧,濒死之斧
バルディッシュ,半月斧
デスコントラクト,死亡契约
黒い小刀,黑色小刀
